Province,Sex,Age,year_month,Deaths,year,month,Population,mort_rate,MortRate_per100k,MortRate_per1000,prec,tmax90_flag_hot_10,tmax90_flag_hot_30,tmax90_flag_hot_50,tmax90_flag_hot_70,tmax90_flag_hot_90,tmax95_flag_hot_10,tmax95_flag_hot_30,tmax95_flag_hot_50,tmax95_flag_hot_70,tmax95_flag_hot_90,tmed90_flag_hot_10,tmed90_flag_hot_30,tmed90_flag_hot_50,tmed90_flag_hot_70,tmed90_flag_hot_90,tmed95_flag_hot_10,tmed95_flag_hot_30,tmed95_flag_hot_50,tmed95_flag_hot_70,tmed95_flag_hot_90,hmax90_flag_hot_10,hmax90_flag_hot_30,hmax90_flag_hot_50,hmax90_flag_hot_70,hmax90_flag_hot_90,hmax95_flag_hot_10,hmax95_flag_hot_30,hmax95_flag_hot_50,hmax95_flag_hot_70,hmax95_flag_hot_90,hmed90_flag_hot_10,hmed90_flag_hot_30,hmed90_flag_hot_50,hmed90_flag_hot_70,hmed90_flag_hot_90,hmed95_flag_hot_10,hmed95_flag_hot_30,hmed95_flag_hot_50,hmed95_flag_hot_70,hmed95_flag_hot_90,tmax90_flag_hot_10_hw,tmax90_flag_hot_30_hw,tmax90_flag_hot_50_hw,tmax90_flag_hot_70_hw,tmax90_flag_hot_90_hw,tmax95_flag_hot_10_hw,tmax95_flag_hot_30_hw,tmax95_flag_hot_50_hw,tmax95_flag_hot_70_hw,tmax95_flag_hot_90_hw,tmed90_flag_hot_10_hw,tmed90_flag_hot_30_hw,tmed90_flag_hot_50_hw,tmed90_flag_hot_70_hw,tmed90_flag_hot_90_hw,tmed95_flag_hot_10_hw,tmed95_flag_hot_30_hw,tmed95_flag_hot_50_hw,tmed95_flag_hot_70_hw,tmed95_flag_hot_90_hw,hmax90_flag_hot_10_hw,hmax90_flag_hot_30_hw,hmax90_flag_hot_50_hw,hmax90_flag_hot_70_hw,hmax90_flag_hot_90_hw,hmax95_flag_hot_10_hw,hmax95_flag_hot_30_hw,hmax95_flag_hot_50_hw,hmax95_flag_hot_70_hw,hmax95_flag_hot_90_hw,hmed90_flag_hot_10_hw,hmed90_flag_hot_30_hw,hmed90_flag_hot_50_hw,hmed90_flag_hot_70_hw,hmed90_flag_hot_90_hw,hmed95_flag_hot_10_hw,hmed95_flag_hot_30_hw,hmed95_flag_hot_50_hw,hmed95_flag_hot_70_hw,hmed95_flag_hot_90_hw,Tmean,Tmin,Tmax,WindMean,WindGustMax,RHmean,RHmax,RHmin,Tmax_thr90,Tmax_thr95,Tmean_thr90,Tmean_thr95,Tmax90th,Tmax95th,Tmean90th,Tmean95th,Tmax_ref_decile,Tmean_ref_decile,Tmax_D1,Tmax_D2,Tmax_D3,Tmax_D4,Tmax_D5,Tmax_D6,Tmax_D7,Tmax_D8,Tmax_D9,Tmax_D10,Tmean_D1,Tmean_D2,Tmean_D3,Tmean_D4,Tmean_D5,Tmean_D6,Tmean_D7,Tmean_D8,Tmean_D9,Tmean_D10,Hmean_ref_decile,RHmean_D1,RHmean_D2,RHmean_D3,RHmean_D4,RHmean_D5,RHmean_D6,RHmean_D7,RHmean_D8,RHmean_D9,RHmean_D10,RHmean_thr90,RHmean_thr95,RHmax_thr90,RHmax_thr95,RHmean90th,RHmean95th,RHmax90th,RHmax95th,tmax_90intensity,tmax_95intensity,tmed_90intensity,tmed_95intensity,hmax_90intensity,hmax_95intensity,hmed_90intensity,hmed_95intensity,Tmax90th_p10,Tmax95th_p10,Tmean90th_p10,Tmean95th_p10,RHmean90th_p10,RHmean95th_p10,RHmax90th_p10,RHmax95th_p10
VALLADOLID,Both sexes,30-34,2019-01-01,,2019,1,26549,,,,24.414682539682538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,14.0,13.0,9.0,5.0,4.0,12.0,10.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,9.0,6.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,3.15805171530978,-2.648067076292883,8.958986175115209,2.6895084485407064,8.26301075268817,81.36533538146442,96.83141321044548,62.18465181771633,31.970199692780334,34.07685771889401,22.80191628264209,24.447153737839223,0.0,0.0,0.0,0.0,1.831989247311828,1.5519713261648749,0.5049283154121863,0.2549283154121863,0.1469534050179211,0.089605734767025,0.003584229390681,0.0,0.0,0.0,0.0,0.0,0.6738351254480287,0.1863799283154122,0.064516129032258,0.064516129032258,0.010752688172043,0.0,0.0,0.0,0.0,0.0,8.426843317972349,0.0,0.0,0.003584229390681,0.017921146953405,0.014336917562724,0.046594982078853,0.1577060931899641,0.2298387096774193,0.2496799795186891,0.2803379416282642,87.22516641065029,91.7748335893497,98.44630056323604,99.2211341525858,0.2803379416282642,0.1975166410650281,0.1826036866359447,0.0516513056835637,0.0,0.0,0.0,0.0,0.2606886840757808,0.0520993343573988,1.9372119815668205,0.7986431131592423,0.0,0.0,0.0,0.0,2.8033794162826418,1.9751664106502809,1.826036866359447,0.516513056835637
LEON,Female,All ages,2017-07-01,229.0,2017,7,240257,0.0009531460061517,95.31460061517458,0.9531460061517458,4.578546453546453,17.0,16.0,15.0,13.0,10.0,14.0,12.0,8.0,5.0,3.0,18.0,16.0,14.0,12.0,7.0,11.0,9.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,15.0,13.0,7.0,14.0,10.0,7.0,3.0,0.0,16.0,15.0,13.0,9.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.81524067330519,11.295009291783485,28.33206014415692,2.9494485174323883,10.3683284457478,50.92346041055718,88.18861568538988,31.84622528009625,29.09999946290269,30.89252473333118,20.335350670834547,21.792138506654634,0.4474477135767458,0.2688762850053173,0.4274569516505,0.206368899917287,9.01713071874362,9.100268011558336,0.0,0.0,0.0,0.0,0.0,0.0294221907125132,0.0806156209382015,0.1808191808191808,0.2616952939533584,0.4474477135767458,0.0,0.0,0.0,0.0,0.0,0.0198511166253101,0.0246366536689117,0.2183622828784119,0.3096929951768661,0.4274569516505,2.6303594255207154,0.3011638898735673,0.2234136830911024,0.1613494032848871,0.0976980009238073,0.0753977205590108,0.0377471990375216,0.0155086848635235,0.0049923195084485,0.002932551319648,0.0023041474654377,88.84332764010183,93.11427765782602,98.9340981599046,99.39458391071295,0.0023041474654377,0.0,0.0,0.0,1.111443932411674,0.4416740517546976,0.7135674809061903,0.2476639489542716,0.0,0.0,0.0024813895781637,0.0,4.474477135767458,2.688762850053173,4.274569516505,2.0636889991728697,0.023041474654377,0.0,0.0,0.0
SANTA CRUZ DE TENERIFE,Female,25-29,2018-10-01,3.0,2018,10,31487,9.5277416076476e-05,9.5277416076476,0.095277416076476,75.16402422292914,7.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,18.58949763524516,15.082117284669875,22.09447023814859,3.116306280269179,9.147627877965112,75.26368480849439,90.98848577597926,58.2679536337649,26.774761873721623,28.92452298396855,22.464277756992463,24.29856821956074,0.058531641106998,0.0196985721840296,0.0543451436629649,0.0117221928432927,6.519965970236655,6.738469616709541,0.0043378238280047,0.0407345249581313,0.0557098615958473,0.0782762622330151,0.1211277133384933,0.1644602785469467,0.1741392640284227,0.1606754564439942,0.1399004203676648,0.058531641106998,0.0010755675859781,0.0197452861274815,0.0315776812786763,0.0684400279994529,0.1288170529891478,0.1885515757306076,0.1852879991233545,0.1797567723411819,0.1402961396086726,0.0543451436629649,6.700237685051147,0.0015779328227085,0.0255085213191277,0.0548416395389438,0.0708937388377335,0.0479340765736657,0.0682222978460602,0.0756363220715816,0.0879573487336106,0.102985596357411,0.1022854317358166,85.39597682595188,88.16579488829757,95.83428226632886,96.7993661473487,0.1022854317358166,0.0505388294836976,0.0926332438858174,0.0414950986982644,0.0607078265468005,0.0169321787414066,0.0341653446148422,0.0063017803631235,0.2469203069323729,0.0850637721947855,0.6765735512993782,0.2905244307406739,0.58531641106998,0.196985721840296,0.543451436629649,0.117221928432927,1.022854317358166,0.505388294836976,0.926332438858174,0.414950986982644
SORIA,Both sexes,65-69,2019-06-01,1.0,2019,6,4955,0.0002018163471241,20.181634712411707,0.201816347124117,21.34102564102564,9.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,10.0,8.0,7.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,8.0,8.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.82461538461538,9.164102564102564,26.49025641025641,3.802,12.000477272727272,41.352777777777774,79.96153846153847,26.13846153846153,30.48307692307693,32.47884615384615,21.4,23.033846153846152,0.241025641025641,0.1717948717948718,0.2307692307692307,0.1769230769230769,8.017948717948718,7.953846153846154,0.0,0.0,0.0051282051282051,0.0256410256410256,0.0717948717948717,0.0974358974358974,0.1692307692307692,0.1461538461538461,0.2435897435897436,0.241025641025641,0.0,0.0,0.0,0.0128205128205128,0.0794871794871794,0.141025641025641,0.123076923076923,0.2256410256410256,0.1871794871794871,0.2307692307692307,2.343376068376068,0.4538461538461538,0.1974358974358974,0.1769230769230769,0.0358974358974358,0.0461538461538461,0.0435897435897435,0.0205128205128205,0.0128205128205128,0.0076923076923076,0.0,85.33846153846154,89.46153846153847,97.23076923076924,98.15,0.0,0.0,0.0051282051282051,0.0,1.0553846153846151,0.6442948717948719,0.8203589743589744,0.492051282051282,0.0051282051282051,0.0,0.0,0.0,2.41025641025641,1.717948717948718,2.307692307692307,1.7692307692307692,0.0,0.0,0.0512820512820509,0.0
CASTELLON,Male,65-69,2017-06-01,18.0,2017,6,14199,0.0012676949080921,126.7694908092119,1.2676949080921192,29.534444444444443,17.0,16.0,16.0,13.0,7.0,13.0,10.0,7.0,5.0,2.0,18.0,18.0,13.0,10.0,5.0,14.0,9.0,5.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,17.0,16.0,16.0,10.0,5.0,12.0,8.0,7.0,3.0,0.0,18.0,18.0,13.0,9.0,3.0,13.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.189925925925927,16.25759259259259,28.12788888888889,2.721388888888889,9.520787037037037,53.08962962962963,79.75148148148148,38.775925925925925,29.497000000000003,30.823,23.578,24.838,0.4333333333333333,0.23,0.3966666666666666,0.1766666666666666,8.772592592592593,8.745925925925926,0.0,0.0,0.0,0.0066666666666666,0.02,0.05,0.1133333333333333,0.1733333333333333,0.2,0.4333333333333333,0.0,0.0,0.0,0.0,0.0133333333333333,0.0566666666666666,0.1066666666666666,0.2166666666666666,0.2066666666666666,0.3966666666666666,3.832592592592592,0.18,0.2033333333333333,0.1433333333333333,0.1033333333333333,0.11,0.1,0.08,0.0266666666666666,0.0166666666666666,0.03,78.9,83.89,94.1,95.1,0.03,0.02,0.0366666666666666,0.0166666666666666,0.723622222222222,0.257781481481482,0.5812814814814812,0.1743925925925923,0.0633333333333333,0.0233333333333333,0.1866666666666666,0.0566666666666666,4.333333333333333,2.3000000000000003,3.966666666666666,1.7666666666666662,0.3,0.2,0.366666666666666,0.166666666666666
CIUDAD REAL,Female,70-74,2017-10-01,10.0,2017,10,11413,0.0008761938140716,87.61938140716727,0.8761938140716726,28.659848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.000759455598168,11.21259869163095,26.789064967290773,1.5117888563049855,7.13565982404692,46.41852394916911,73.35806451612903,28.583333333333336,35.40420595533498,37.26723531844499,26.94990074441688,28.494991728701404,0.0,0.0,0.0,0.0,6.860121061733965,6.743796526054591,0.0,0.0,0.009925558312655,0.0397022332506203,0.1166253101736972,0.1710090984284532,0.228287841191067,0.3391232423490488,0.042803970223325,0.0,0.0,0.0,0.0,0.009925558312655,0.1612903225806451,0.2127791563275434,0.2737799834574028,0.2673697270471464,0.0223325062034739,0.0,4.452932551319647,0.0827129859387923,0.1548800661703887,0.0796112489660876,0.15136476426799,0.173697270471464,0.096774193548387,0.0521091811414392,0.0566583953680727,0.0349462365591397,0.0248138957816377,81.80637829912024,86.46798631476048,94.77,95.775,0.0248138957816377,0.0074441687344913,0.0225392886683209,0.0049627791563275,0.0,0.0,0.0,0.0,0.0344086021505373,0.007168458781362,0.110483870967742,0.0158602150537636,0.0,0.0,0.0,0.0,0.248138957816377,0.074441687344913,0.225392886683209,0.049627791563275
TOLEDO,Male,45-49,2017-04-01,3.0,2017,4,27903,0.0001075153209332,10.7515320933233,0.1075153209332329,14.898888888888887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.951097883597884,7.569497354497355,22.337546296296296,3.134333333333333,10.4805,43.63287037037037,74.71375661375662,26.59940476190476,35.08562962962963,36.91002222222222,26.86823703703704,28.43236296296296,0.0,0.0,0.0,0.0,5.709126984126984,5.473875661375661,0.0,0.0148148148148148,0.0296296296296296,0.0896296296296296,0.217037037037037,0.2322222222222222,0.2459259259259259,0.037037037037037,0.0,0.0,0.0,0.0074074074074074,0.0185185185185185,0.1425925925925925,0.2796296296296296,0.2266666666666666,0.1781481481481481,0.0133333333333333,0.0,0.0,4.302314814814816,0.0237037037037037,0.1429629629629629,0.1837037037037037,0.2666666666666666,0.1677777777777777,0.0781481481481481,0.037037037037037,0.0259259259259259,0.0185185185185185,0.0259259259259259,80.53703703703702,85.51396296296295,94.74166666666667,95.85833333333332,0.0259259259259259,0.0111111111111111,0.0185185185185185,0.0037037037037037,0.0,0.0,0.0,0.0,0.0285714285714285,0.0047619047619047,0.1208333333333333,0.0256250000000003,0.0,0.0,0.0,0.0,0.259259259259259,0.111111111111111,0.185185185185185,0.037037037037037
PALENCIA,Both sexes,5-9,2019-09-01,,2019,9,6054,,,,36.35892857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8525,9.028988095238097,22.680119047619048,3.1165079365079364,10.952698412698414,62.87619047619047,91.64444444444445,40.66964285714286,29.017809523809525,31.198375,20.47639285714286,22.152184523809524,0.0083333333333333,0.0,0.0208333333333333,0.0,7.330952380952381,7.5375,0.0,0.0,0.0,0.0125,0.0547619047619047,0.2119047619047619,0.2,0.3452380952380952,0.163095238095238,0.0083333333333333,0.0,0.0,0.0,0.0041666666666666,0.0125,0.1517857142857143,0.3011904761904762,0.3470238095238095,0.1583333333333333,0.0208333333333333,4.679166666666666,0.0375,0.0958333333333333,0.138095238095238,0.1863095238095238,0.1559523809523809,0.1464285714285714,0.0904761904761904,0.0386904761904761,0.0166666666666666,0.0083333333333333,91.29261904761906,95.0952380952381,99.29285714285714,99.6559523809524,0.0083333333333333,0.0,0.0,0.0,0.0041666666666666,0.0,0.0083333333333333,0.0,0.0,0.0,0.0255555555555556,0.0,0.083333333333333,0.0,0.208333333333333,0.0,0.083333333333333,0.0,0.0,0.0
BARCELONA,Male,50-54,2017-11-01,57.0,2017,11,199184,0.0002861675636597,28.61675636597317,0.2861675636597317,9.740156220591002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.211551932367149,4.822717391304348,15.601944444444444,1.8538235294117649,7.447864923747277,64.38429951690821,86.31948051948052,44.48506493506493,30.274705314009665,31.81406642512077,24.41606763285024,25.59997946859903,0.0,0.0,0.0,0.0,3.5891908212560386,3.323309178743961,0.076207729468599,0.1821256038647342,0.2097222222222222,0.2069444444444444,0.2480676328502415,0.0685990338164251,0.0027777777777777,0.0,0.0,0.0,0.1137681159420289,0.2445652173913043,0.2041666666666666,0.1766304347826087,0.1577294685990337,0.0878623188405797,0.0097222222222222,0.0,0.0,0.0,5.002536231884059,0.1600845410628019,0.0863526570048309,0.1185386473429951,0.0821859903381642,0.1127415458937197,0.1043478260869565,0.0891304347826086,0.0751811594202898,0.1254830917874396,0.0431763285024154,84.80615942028986,88.6388647342995,96.95454545454544,97.72727272727272,0.0431763285024154,0.0138888888888888,0.0347222222222221,0.0152777777777777,0.0,0.0,0.0,0.0,0.0673160173160172,0.0168109668109667,0.1362741545893717,0.0207638888888889,0.0,0.0,0.0,0.0,0.431763285024154,0.138888888888888,0.347222222222221,0.1527777777777769
ZARAGOZA,Female,60-64,2019-03-01,10.0,2019,3,30702,0.0003257116800208,32.571168002084555,0.3257116800208455,11.287545787545788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.00915750915751,3.745444877702942,18.26555890346213,3.513326189939093,11.40709827806602,50.80237504431053,78.42597187758479,31.749645515774542,33.674332092638544,35.749020885028955,25.450516956162115,27.228885442514475,0.0,0.0,0.0,0.0,4.486500059080704,3.875310173697271,0.0070896845090393,0.0494505494505494,0.1443046201110717,0.2302079640789318,0.4165189649060617,0.0994328252392768,0.0345622119815668,0.0046082949308755,0.0,0.0,0.0,0.0813836700933475,0.2428512347867186,0.4061798416637126,0.2327188940092165,0.0230414746543778,0.0,0.0,0.0,0.0,3.736440978376464,0.108294930875576,0.1983339241403757,0.2105636299184685,0.1769171688526526,0.1277620229233132,0.0669679782583008,0.0414746543778801,0.0234254992319508,0.0232187167671038,0.0138248847926267,78.73610421836229,84.12941480562449,95.63916459884202,96.85049627791564,0.0138248847926267,0.0023041474654377,0.0046082949308755,0.0,0.0,0.0,0.0,0.0,0.0046082949308755,0.0,0.0518433179723502,0.0046082949308755,0.0,0.0,0.0,0.0,0.138248847926267,0.023041474654377,0.046082949308755,0.0
GIRONA,Female,10-14,2019-12-01,1.0,2019,12,21557,4.6388644059934126e-05,4.638864405993413,0.0463886440599341,92.69810113519092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,16.0,9.0,5.0,2.0,0.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.357568494290756,4.402936071995296,14.312461744177014,1.7613148323845669,8.580372052046625,77.51317675910205,94.31762597512125,58.23228275464119,30.369149217128847,31.99538954914168,23.658239954725524,25.08212742878701,0.0,0.0,0.0,0.0,2.826965500405029,3.0868049313670007,0.1483588002263723,0.2118319993532217,0.3121149648314334,0.19428005497615,0.070486700622524,0.0030721966205837,0.0,0.0,0.0,0.0,0.0806249494704503,0.2294809604656803,0.2849624060150375,0.2270514997170344,0.1096976311747109,0.0083272697873716,0.0,0.0,0.0,0.0,7.506772307111866,0.0328805885681946,0.0155226776618966,0.0325733689061362,0.0391785916403912,0.0577815506508205,0.0937424205675478,0.0947085455574419,0.1502789231142371,0.2348896434634974,0.1982739105829088,86.00950359770393,90.00620907106476,98.19927762955778,98.52181259600611,0.1982739105829088,0.074124828199531,0.089033066537311,0.0374120785835556,0.0,0.0,0.0,0.0,0.1323670894503801,0.0537967309164752,0.9549613280513112,0.2937030748915301,0.0,0.0,0.0,0.0,1.982739105829088,0.7412482819953101,0.89033066537311,0.374120785835556
CEUTA,Female,5-9,2018-06-01,,2018,6,3070,,,,0.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.613333333333333,18.216666666666665,25.00333333333333,2.9033333333333333,10.53,67.66666666666667,85.36666666666666,53.66666666666666,28.3,30.7,24.7,25.8,0.1,0.0333333333333333,0.0333333333333333,0.0333333333333333,7.366666666666666,7.333333333333333,0.0,0.0,0.0,0.0,0.0666666666666666,0.2,0.3666666666666666,0.1333333333333333,0.1333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.2666666666666666,0.2666666666666666,0.1333333333333333,0.0333333333333333,4.266666666666667,0.1,0.2333333333333333,0.1666666666666666,0.1333333333333333,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0333333333333333,88.0,91.0,100.0,100.0,0.0333333333333333,0.0333333333333333,0.0,0.0,0.1766666666666667,0.0133333333333334,0.0833333333333333,0.0466666666666666,0.0,0.0,0.1333333333333333,0.0333333333333333,1.0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.0,0.0
SALAMANCA,Female,0-4,2017-02-01,,2017,2,5493,,,,89.97967032967033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.892602040816327,1.852551020408164,11.937244897959184,3.758104395604396,11.619701726844584,74.30965463108319,94.81021062271064,54.98443223443224,30.795000000000005,32.46071428571428,21.81928571428572,23.418571428571425,0.0,0.0,0.0,0.0,3.058673469387755,3.1096938775510203,0.1096938775510204,0.2602040816326531,0.2372448979591836,0.2576530612244898,0.125,0.010204081632653,0.0,0.0,0.0,0.0,0.0790816326530612,0.183673469387755,0.3673469387755101,0.2933673469387755,0.0714285714285714,0.0051020408163265,0.0,0.0,0.0,0.0,7.378924646781789,0.0051020408163265,0.0025510204081632,0.0,0.0204081632653061,0.0816326530612244,0.1683673469387754,0.2372448979591836,0.2142857142857142,0.1632653061224489,0.0790816326530612,87.4857142857143,91.07142857142856,97.85714285714286,98.57142857142856,0.0790816326530612,0.0255102040816326,0.1020408163265305,0.0127551020408163,0.0,0.0,0.0,0.0,0.1138474620617477,0.0129513343799058,0.244034536891679,0.037087912087912,0.0,0.0,0.0,0.0,0.7908163265306121,0.255102040816326,1.020408163265305,0.127551020408163
